% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=461685, Fri Jun 14 10:49:53 2024, <python>{}</python>
1 14 0.9328770253898659 1.0000483345014077 244564301.75382477 2.4456430175382477e+08 594086425.7463712 2900219505.405836   
2 28 0.8689676921849904 1.0585784633219906 98742443.37684254 9.8742443376842543e+07 909441134.4740953 6377402745.290514   
3 42 0.8255085303755432 1.0879470802516054 72959760.19176996 7.2959760191769958e+07 560087851.2752455 2678418776.544026   
4 56 0.7959571505701348 1.0948680145427765 72959760.19176996 1.1483629699612769e+08 1797753338.195238 9185268734.483767   
5 70 0.7565545595289035 1.098174085965009 72959760.19176996 8.4395764942511901e+07 160996294.46350503 5984964975.420241   
6 84 0.7237091038755697 1.1139378967573972 72959760.19176996 7.6425776676095054e+07 306513262.99997956 1057637994.8761215   
7 98 0.684413156424572 1.1274207497389734 72959760.19176996 8.1874847865333840e+07 313453642.81710744 665328480.0519253   
8 112 0.6373734899394964 1.131913288494232 13872052.539759526 1.3872052539759526e+07 234196669.91799942 738158727.2762401   
9 126 0.6082123044270434 1.1537993814305814 13872052.539759526 2.5206296040419292e+07 183499552.50704813 392878036.9052315   
10 140 0.5851110756593176 1.1574817345991053 13872052.539759526 1.5341912769944459e+07 60203677.066966936 318304781.30930084   
11 154 0.5681471051920355 1.1666216382698884 13872052.539759526 2.6164967903973375e+07 107474500.7856975 301861483.595911   
12 168 0.5544657057972089 1.1807236776189345 11993197.028176479 1.1993197028176479e+07 125129266.7475916 335700016.7822738   
13 182 0.5414077196473173 1.2003462118876393 11993197.028176479 3.0200771410784788e+07 125311194.50558692 273982921.22432107   
14 196 0.528487082909827 1.2136545054515833 11993197.028176479 1.7634520779315811e+07 86140829.43398735 213156961.62180337   
15 210 0.5086000112639371 1.225657865334014 11993197.028176479 2.7451236986487728e+07 62890006.70661841 244652021.01983368   
16 224 0.4974210072394254 1.2317722382806355 11993197.028176479 2.5829579484113570e+07 63576866.11406625 200482112.6532418   
17 238 0.4827165789585059 1.2433316239322179 5618656.854834546 5.6186568548345463e+06 45222401.103801176 199983315.3765807   
18 252 0.46635278934803265 1.2522846818007263 5131749.808890292 5.1317498088902924e+06 72332332.73546925 370573907.6053578   
19 266 0.458832135633692 1.262231619241537 5131749.808890292 7.0717843652524985e+06 46424755.6212085 279405183.5250498   
20 280 0.45272308753154106 1.2773481795712842 5131749.808890292 1.0011259612182930e+07 50051480.147737674 101943285.67801395   
21 294 0.4366264128236621 1.3007371788129496 5131749.808890292 6.7900413124743216e+06 43181810.03289037 118759856.48062138   
22 308 0.4253404992871092 1.3094916410851556 5131749.808890292 6.1856867795371599e+06 33440067.023195155 115776646.029623   
23 322 0.42160340285064546 1.328651362019532 5131749.808890292 1.3750514037631484e+07 40725065.749023944 302869612.1739383   
24 336 0.4192114913440593 1.3602998393866759 5131749.808890292 1.4373033513702702e+07 38237947.848161526 97689763.24819563   
25 350 0.409803089754995 1.38668772655891 5131749.808890292 6.7417378895860836e+06 38526753.18498918 150347592.25630292   
26 364 0.4011223387547128 1.4072242589515251 5131749.808890292 9.6732474741542712e+06 27244504.008620758 57557569.120556496   
27 378 0.389132004223529 1.4139354442389027 5131749.808890292 6.4388318650389528e+06 28865513.447925873 56227464.43447202   
28 392 0.38035087791312344 1.428851854837473 5131749.808890292 8.5130295169492718e+06 31725523.129092615 150636452.25986806   
29 406 0.36065924950834777 1.4342981491890894 5131749.808890292 8.6852727819975652e+06 18977231.807503436 173630025.65554747   
30 420 0.3433435519240639 1.4460742790929226 2243157.748492755 2.2431577484927550e+06 10312120.961050728 37840693.32789781   
31 434 0.3320841238118882 1.453027475750609 2243157.748492755 2.2667961493292870e+06 19853753.495426722 45883155.99905849   
